incident,date,location,county
P470,2022-06-30,HAGERSTOWN,Washington
P471,2022-06-30,HAGERSTOWN,Washington
P472,2022-07-01,HAGERSTOWN,Washington
P473,2022-07-01,HAGERSTOWN,Washington
P474,2022-07-01,HAGERSTOWN,Washington
P475,2022-07-02,HAGERSTOWN,Washington
P476,2022-07-02,HAGERSTOWN,Washington
P477,2022-07-02,SMITHSBURG,Washington
P478,2022-07-02,HAGERSTOWN,Washington
P479,2022-07-02,CLEAR SPRING,Washington
P480,2022-07-03,HAGERSTOWN,Washington
P481,2022-07-03,HAGERSTOWN,Washington
P482,2022-07-03,CLEAR SPRING,Washington
P483,2022-07-04,HAGERSTOWN,Washington
P484,2022-07-04,HAGERSTOWN,Washington
P485,2022-07-04,HAGERSTOWN,Washington
P486,2022-07-04,HAGERSTOWN,Washington
P487,2022-07-05,HAGERSTOWN,Washington
P488,2022-07-05,HALFWAY,Washington
P489,2022-07-05,HAGERSTOWN,Washington
P490,2022-07-06,HAGERSTOWN,Washington
P491,2022-07-06,HAGERSTOWN,Washington
P492,2022-07-06,HAGERSTOWN,Washington
P493,2022-07-06,HAGERSTOWN,Washington
P494,2022-07-06,HALFWAY,Washington
P495,2022-07-07,HAGERSTOWN,Washington
P496,2022-07-07,HAGERSTOWN,Washington
P497,2022-07-07,HAGERSTOWN,Washington
P498,2022-07-08,FUNKSTOWN,Washington
P499,2022-07-08,HAGERSTOWN,Washington
P500,2022-07-08,HAGERSTOWN,Washington
P501,2022-07-08,HANCOCK,Washington
P502,2022-07-08,HAGERSTOWN,Washington
P503,2022-07-08,FUNKSTOWN,Washington
P504,2022-07-08,HAGERSTOWN,Washington
P505,2022-07-08,HAGERSTOWN,Washington
P506,2022-07-09,HAGERSTOWN,Washington
P507,2022-07-09,MAUGANSVILLE,Washington
P508,2022-07-09,MAUGANSVILLE,Washington
P509,2022-07-10,HAGERSTOWN,Washington
P510,2022-07-10,HAGERSTOWN,Washington
P511,2022-07-10,HAGERSTOWN,Washington
P512,2022-07-10,SHARPSBURG,Washington
P513,2022-07-10,HALFWAY,Washington
P514,2022-07-10,HAGERSTOWN,Washington
P515,2022-07-11,HAGERSTOWN,Washington
P516,2022-07-11,HAGERSTOWN,Washington
P517,2022-07-11,FAIRPLAY,Washington
P518,2022-07-11,HALFWAY,Washington
P519,2022-07-11,HAGERSTOWN,Washington
P520,2022-07-11,HAGERSTOWN,Washington
P521,2022-07-12,HAGERSTOWN,Washington
P522,2022-07-13,HAGERSTOWN,Washington
P523,2022-07-13,HAGERSTOWN,Washington
P524,2022-07-13,HAGERSTOWN,Washington
P525,2022-07-13,HAGERSTOWN,Washington
P526,2022-07-13,HAGERSTOWN,Washington
P527,2022-07-13,HAGERSTOWN,Washington
P528,2022-07-13,HAGERSTOWN,Washington
P529,2022-07-14,HAGERSTOWN,Washington
P530,2022-07-16,HALFWAY,Washington
P531,2022-07-16,SMITHSBURG,Washington
P532,2022-07-17,HAGERSTOWN,Washington
P533,2022-07-17,ROHRERSVILLE,Washington
P534,2022-07-18,HAGERSTOWN,Washington
P535,2022-07-18,HAGERSTOWN,Washington
P536,2022-07-18,FUNKSTOWN,Washington
P537,2022-07-18,HAGERSTOWN,Washington
P538,2022-07-19,MOUNT AETNA,Washington
P539,2022-07-19,HALFWAY,Washington
P540,2022-07-19,HAGERSTOWN,Washington
P541,2022-07-19,HAGERSTOWN,Washington
P542,2022-07-19,FUNKSTOWN,Washington
P543,2022-07-20,HAGERSTOWN,Washington
P544,2022-07-20,HAGERSTOWN,Washington
P545,2022-07-20,HAGERSTOWN,Washington
P546,2022-07-20,HAGERSTOWN,Washington
P547,2022-07-20,HAGERSTOWN,Washington
P548,2022-07-20,HAGERSTOWN,Washington
P549,2022-07-20,HAGERSTOWN,Washington
P550,2022-07-20,HAGERSTOWN,Washington
P551,2022-07-20,HAGERSTOWN,Washington
P552,2022-07-20,HAGERSTOWN,Washington
P553,2022-07-21,HAGERSTOWN,Washington
P554,2022-07-21,HAGERSTOWN,Washington
P555,2022-07-21,HAGERSTOWN,Washington
P556,2022-07-22,SMITHSBURG,Washington
P557,2022-07-22,HAGERSTOWN,Washington
P558,2022-07-23,HAGERSTOWN,Washington
P559,2022-07-23,HAGERSTOWN,Washington
P560,2022-07-23,HAGERSTOWN,Washington
P561,2022-07-24,HAGERSTOWN,Washington
P562,2022-07-24,HAGERSTOWN,Washington
P563,2022-07-24,HAGERSTOWN,Washington
P564,2022-07-24,FUNKSTOWN,Washington
P565,2022-07-24,HAGERSTOWN,Washington
P566,2022-07-25,HALFWAY,Washington
P567,2022-07-25,SMITHSBURG,Washington
P568,2022-07-25,HAGERSTOWN,Washington
P569,2022-07-26,HAGERSTOWN,Washington
P570,2022-07-26,HANCOCK,Washington
P571,2022-07-27,HAGERSTOWN,Washington
P572,2022-07-27,HAGERSTOWN,Washington
P573,2022-07-27,HAGERSTOWN,Washington
P574,2022-07-27,HAGERSTOWN,Washington
P575,2022-07-27,SMITHSBURG,Washington
P576,2022-07-27,HAGERSTOWN,Washington
P577,2022-07-27,HALFWAY,Washington
P578,2022-07-28,HAGERSTOWN,Washington
P579,2022-07-29,HAGERSTOWN,Washington
P580,2022-07-29,HAGERSTOWN,Washington
P581,2022-07-30,HAGERSTOWN,Washington
P582,2022-07-30,MAUGANSVILLE,Washington
P583,2022-07-30,FUNKSTOWN,Washington
P584,2022-07-31,KNOXVILLE,Washington
P585,2022-07-31,SMITHSBURG,Washington
P586,2022-07-31,HAGERSTOWN,Washington
P587,2022-07-31,HAGERSTOWN,Washington
P588,2022-08-01,HAGERSTOWN,Washington
P589,2022-08-01,HAGERSTOWN,Washington
P590,2022-08-01,HAGERSTOWN,Washington
P591,2022-08-01,HALFWAY,Washington
P592,2022-08-01,HALFWAY,Washington
P593,2022-08-01,HAGERSTOWN,Washington
P594,2022-08-02,CLEAR SPRING,Washington
P595,2022-08-02,HAGERSTOWN,Washington
P596,2022-08-02,HALFWAY,Washington
P597,2022-08-03,HAGERSTOWN,Washington
P598,2022-08-03,HAGERSTOWN,Washington
P599,2022-08-03,HALFWAY,Washington
P600,2022-08-04,HAGERSTOWN,Washington
P601,2022-08-04,HAGERSTOWN,Washington
P602,2022-08-04,HAGERSTOWN,Washington
P603,2022-08-04,WILLIAMSPORT,Washington
P604,2022-08-04,HAGERSTOWN,Washington
P605,2022-08-05,HALFWAY,Washington
P606,2022-08-05,HAGERSTOWN,Washington
P607,2022-08-06,HAGERSTOWN,Washington
P608,2022-08-06,SMITHSBURG,Washington
P609,2022-08-06,HANCOCK,Washington
P610,2022-08-07,HAGERSTOWN,Washington
P611,2022-08-08,HAGERSTOWN,Washington
P612,2022-08-09,HAGERSTOWN,Washington
P613,2022-08-09,HAGERSTOWN,Washington
P614,2022-08-09,FAIRPLAY,Washington
P615,2022-08-09,HAGERSTOWN,Washington
P616,2022-08-10,HAGERSTOWN,Washington
P617,2022-08-10,BOONSBORO,Washington
P618,2022-08-10,HAGERSTOWN,Washington
P619,2022-08-10,HAGERSTOWN,Washington
P620,2022-08-10,MAUGANSVILLE,Washington
P621,2022-08-11,HAGERSTOWN,Washington
P622,2022-08-11,HAGERSTOWN,Washington
P623,2022-08-11,HAGERSTOWN,Washington
P624,2022-08-11,HAGERSTOWN,Washington
P625,2022-08-12,HAGERSTOWN,Washington
P626,2022-08-12,HAGERSTOWN,Washington
P627,2022-08-13,HAGERSTOWN,Washington
P628,2022-08-13,HAGERSTOWN,Washington
P629,2022-08-14,HAGERSTOWN,Washington
P630,2022-08-14,HAGERSTOWN,Washington
P631,2022-08-14,HAGERSTOWN,Washington
P632,2022-08-15,HALFWAY,Washington
P633,2022-08-15,HAGERSTOWN,Washington
P634,2022-08-16,HAGERSTOWN,Washington
P635,2022-08-16,HAGERSTOWN,Washington
P636,2022-08-16,HAGERSTOWN,Washington
P637,2022-08-16,LEITERSBURG,Washington
P638,2022-08-16,HAGERSTOWN,Washington
P639,2022-08-17,HALFWAY,Washington
P640,2022-08-18,HAGERSTOWN,Washington
P641,2022-08-18,WILLIAMSPORT,Washington
P642,2022-08-18,HALFWAY,Washington
P643,2022-08-19,HAGERSTOWN,Washington
P644,2022-08-19,OUT OF COUNTY,Washington
P645,2022-08-19,HAGERSTOWN,Washington
P646,2022-08-20,HAGERSTOWN,Washington
P647,2022-08-20,HAGERSTOWN,Washington
P648,2022-08-20,HAGERSTOWN,Washington
P649,2022-08-20,HAGERSTOWN,Washington
P650,2022-08-21,HAGERSTOWN,Washington
P651,2022-08-21,FUNKSTOWN,Washington
P652,2022-08-22,WILLIAMSPORT,Washington
P653,2022-08-22,HALFWAY,Washington
P654,2022-08-23,HALFWAY,Washington
P655,2022-08-23,HALFWAY,Washington
P656,2022-08-23,HAGERSTOWN,Washington
P657,2022-08-25,HAGERSTOWN,Washington
P658,2022-08-25,HAGERSTOWN,Washington
P659,2022-08-26,HAGERSTOWN,Washington
P660,2022-08-27,HAGERSTOWN,Washington
P661,2022-08-27,MAUGANSVILLE,Washington
P662,2022-08-27,HAGERSTOWN,Washington
P663,2022-08-27,HAGERSTOWN,Washington
P664,2022-08-28,HAGERSTOWN,Washington
P665,2022-08-28,LEITERSBURG,Washington
P666,2022-08-28,HAGERSTOWN,Washington
P667,2022-08-30,HAGERSTOWN,Washington
P668,2022-08-31,HAGERSTOWN,Washington
P669,2022-08-31,HAGERSTOWN,Washington
P670,2022-08-31,HALFWAY,Washington
P671,2022-09-01,HAGERSTOWN,Washington
P672,2022-09-01,HAGERSTOWN,Washington
P673,2022-09-01,HAGERSTOWN,Washington
P674,2022-09-01,HAGERSTOWN,Washington
P675,2022-09-01,HAGERSTOWN,Washington
P676,2022-09-02,HAGERSTOWN,Washington
P677,2022-09-02,HANCOCK,Washington
P678,2022-09-02,HAGERSTOWN,Washington
P679,2022-09-02,SMITHSBURG,Washington
P680,2022-09-02,HAGERSTOWN,Washington
P681,2022-09-02,HAGERSTOWN,Washington
P682,2022-09-02,HAGERSTOWN,Washington
P683,2022-09-02,HAGERSTOWN,Washington
P684,2022-09-03,HAGERSTOWN,Washington
P685,2022-09-04,HAGERSTOWN,Washington
P686,2022-09-04,HAGERSTOWN,Washington
P687,2022-09-04,HAGERSTOWN,Washington
P688,2022-09-05,HAGERSTOWN,Washington
P689,2022-09-05,HAGERSTOWN,Washington
P690,2022-09-06,FUNKSTOWN,Washington
P691,2022-09-06,HAGERSTOWN,Washington
P692,2022-09-06,HAGERSTOWN,Washington
P693,2022-09-06,HAGERSTOWN,Washington
P694,2022-09-06,HAGERSTOWN,Washington
P695,2022-09-07,OUT OF COUNTY,Washington
P696,2022-09-07,HAGERSTOWN,Washington
P697,2022-09-08,HAGERSTOWN,Washington
P698,2022-09-08,HALFWAY,Washington
P699,2022-09-09,HAGERSTOWN,Washington
P700,2022-09-09,HAGERSTOWN,Washington
P701,2022-09-10,HAGERSTOWN,Washington
P702,2022-09-10,HAGERSTOWN,Washington
P703,2022-09-10,MOUNT AETNA,Washington
P704,2022-09-11,HAGERSTOWN,Washington
P705,2022-09-12,HAGERSTOWN,Washington
P706,2022-09-12,HAGERSTOWN,Washington
P707,2022-09-13,HAGERSTOWN,Washington
P708,2022-09-13,HAGERSTOWN,Washington
P709,2022-09-13,HAGERSTOWN,Washington
P710,2022-09-14,HAGERSTOWN,Washington
P711,2022-09-14,HAGERSTOWN,Washington
P712,2022-09-14,HAGERSTOWN,Washington
P713,2022-09-15,SMITHSBURG,Washington
P714,2022-09-15,MAUGANSVILLE,Washington
P715,2022-09-15,HAGERSTOWN,Washington
P716,2022-09-16,HAGERSTOWN,Washington
P717,2022-09-17,HAGERSTOWN,Washington
P718,2022-09-17,HAGERSTOWN,Washington
P719,2022-09-17,HAGERSTOWN,Washington
P720,2022-09-18,HAGERSTOWN,Washington
P721,2022-09-18,HAGERSTOWN,Washington
P722,2022-09-18,HAGERSTOWN,Washington
P723,2022-09-18,HAGERSTOWN,Washington
P724,2022-09-18,HAGERSTOWN,Washington
P725,2022-09-19,HAGERSTOWN,Washington
P726,2022-09-19,HAGERSTOWN,Washington
P727,2022-09-20,HAGERSTOWN,Washington
P728,2022-09-20,CLEAR SPRING,Washington
P729,2022-09-20,HAGERSTOWN,Washington
P730,2022-09-20,HAGERSTOWN,Washington
P731,2022-09-21,FAIRPLAY,Washington
P732,2022-09-21,LEITERSBURG,Washington
P733,2022-09-21,HANCOCK,Washington
P734,2022-09-21,HAGERSTOWN,Washington
P735,2022-09-22,HAGERSTOWN,Washington
P736,2022-09-23,HAGERSTOWN,Washington
P737,2022-09-24,HAGERSTOWN,Washington
P738,2022-09-24,HAGERSTOWN,Washington
P739,2022-09-24,HAGERSTOWN,Washington
P740,2022-09-25,HAGERSTOWN,Washington
P741,2022-09-25,HAGERSTOWN,Washington
P742,2022-09-25,HAGERSTOWN,Washington
P743,2022-09-25,HAGERSTOWN,Washington
P744,2022-09-25,HAGERSTOWN,Washington
P745,2022-09-26,HAGERSTOWN,Washington
P746,2022-09-27,FAIRPLAY,Washington
P747,2022-09-27,HAGERSTOWN,Washington
P748,2022-09-28,HAGERSTOWN,Washington
P749,2022-09-28,HAGERSTOWN,Washington
P750,2022-09-29,HAGERSTOWN,Washington
P751,2022-09-29,SMITHSBURG,Washington
P752,2022-09-29,HAGERSTOWN,Washington
P753,2022-09-29,HAGERSTOWN,Washington
P754,2022-10-01,FAIRPLAY,Washington
P755,2022-10-01,OUT OF COUNTY,Washington
P756,2022-10-03,HALFWAY,Washington
P757,2022-10-04,FUNKSTOWN,Washington
P758,2022-10-04,FUNKSTOWN,Washington
P759,2022-10-04,91990,Washington
P760,2022-10-04,HAGERSTOWN,Washington
P761,2022-10-04,HAGERSTOWN,Washington
P762,2022-10-04,HAGERSTOWN,Washington
P763,2022-10-05,SMITHSBURG,Washington
P764,2022-10-06,FUNKSTOWN,Washington
P765,2022-10-06,HAGERSTOWN,Washington
P766,2022-10-07,HAGERSTOWN,Washington
P767,2022-10-08,HAGERSTOWN,Washington
P768,2022-10-08,HAGERSTOWN,Washington
P769,2022-10-09,HAGERSTOWN,Washington
P770,2022-10-09,HAGERSTOWN,Washington
P771,2022-10-10,HAGERSTOWN,Washington
P772,2022-10-11,HALFWAY,Washington
P773,2022-10-11,HALFWAY,Washington
P774,2022-10-13,HAGERSTOWN,Washington
P775,2022-10-13,HAGERSTOWN,Washington
P776,2022-10-13,HAGERSTOWN,Washington
P777,2022-10-13,HAGERSTOWN,Washington
P778,2022-10-13,HAGERSTOWN,Washington
P779,2022-10-14,HAGERSTOWN,Washington
P780,2022-10-14,HAGERSTOWN,Washington
P781,2022-10-15,FUNKSTOWN,Washington
P782,2022-10-15,HAGERSTOWN,Washington
P783,2022-10-15,HAGERSTOWN,Washington
P784,2022-10-15,FAIRPLAY,Washington
P785,2022-10-15,HAGERSTOWN,Washington
P786,2022-10-15,HAGERSTOWN,Washington
P787,2022-10-15,HAGERSTOWN,Washington
P788,2022-10-16,HAGERSTOWN,Washington
P789,2022-10-16,HAGERSTOWN,Washington
P790,2022-10-17,HAGERSTOWN,Washington
P791,2022-10-17,CLEAR SPRING,Washington
P792,2022-10-17,HAGERSTOWN,Washington
P793,2022-10-18,KNOXVILLE,Washington
P794,2022-10-19,HAGERSTOWN,Washington
P795,2022-10-19,OUT OF COUNTY,Washington
P796,2022-10-19,HALFWAY,Washington
P797,2022-10-20,HAGERSTOWN,Washington
P798,2022-10-20,HAGERSTOWN,Washington
P799,2022-10-21,WILLIAMSPORT,Washington
P800,2022-10-21,HAGERSTOWN,Washington
P801,2022-10-21,OUT OF COUNTY,Washington
P802,2022-10-21,MAUGANSVILLE,Washington
P803,2022-10-21,FAIRPLAY,Washington
P804,2022-10-22,HAGERSTOWN,Washington
P805,2022-10-22,HAGERSTOWN,Washington
P806,2022-10-22,HAGERSTOWN,Washington
P807,2022-10-23,HAGERSTOWN,Washington
P808,2022-10-23,HAGERSTOWN,Washington
P809,2022-10-23,HAGERSTOWN,Washington
P810,2022-10-23,HAGERSTOWN,Washington
P811,2022-10-24,HALFWAY,Washington
P812,2022-10-24,HAGERSTOWN,Washington
P813,2022-10-25,FUNKSTOWN,Washington
P814,2022-10-25,HAGERSTOWN,Washington
P815,2022-10-26,HAGERSTOWN,Washington
P816,2022-10-26,HAGERSTOWN,Washington
P817,2022-10-27,HAGERSTOWN,Washington
P818,2022-10-28,HAGERSTOWN,Washington
P819,2022-10-29,OUT OF COUNTY,Washington
P820,2022-10-29,HAGERSTOWN,Washington
P821,2022-10-29,SHARPSBURG,Washington
P822,2022-10-30,HAGERSTOWN,Washington
P823,2022-10-31,FUNKSTOWN,Washington
P824,2022-10-31,ROHRERSVILLE,Washington
P825,2022-10-31,SMITHSBURG,Washington
P826,2022-10-31,HAGERSTOWN,Washington
P827,2022-11-01,HAGERSTOWN,Washington
P828,2022-11-01,HAGERSTOWN,Washington
P829,2022-11-01,HAGERSTOWN,Washington
P830,2022-11-02,MAUGANSVILLE,Washington
P831,2022-11-02,HAGERSTOWN,Washington
P832,2022-11-03,HAGERSTOWN,Washington
P833,2022-11-03,HAGERSTOWN,Washington
P834,2022-11-03,HAGERSTOWN,Washington
P835,2022-11-04,ROHRERSVILLE,Washington
P836,2022-11-04,MAUGANSVILLE,Washington
P837,2022-11-05,FUNKSTOWN,Washington
P838,2022-11-05,HAGERSTOWN,Washington
P839,2022-11-06,HAGERSTOWN,Washington
P840,2022-11-06,HAGERSTOWN,Washington
P841,2022-11-06,HAGERSTOWN,Washington
P842,2022-11-07,HAGERSTOWN,Washington
P843,2022-11-07,FUNKSTOWN,Washington
P844,2022-11-08,SMITHSBURG,Washington
P845,2022-11-08,HAGERSTOWN,Washington
P846,2022-11-08,HAGERSTOWN,Washington
P847,2022-11-08,HAGERSTOWN,Washington
P848,2022-11-09,HAGERSTOWN,Washington
P849,2022-11-09,HAGERSTOWN,Washington
P850,2022-11-09,HAGERSTOWN,Washington
P851,2022-11-09,HAGERSTOWN,Washington
P852,2022-11-10,HALFWAY,Washington
P853,2022-11-10,HALFWAY,Washington
P854,2022-11-10,BOONSBORO,Washington
P855,2022-11-11,HAGERSTOWN,Washington
P856,2022-11-11,HAGERSTOWN,Washington
P857,2022-11-12,HAGERSTOWN,Washington
P858,2022-11-13,HAGERSTOWN,Washington
P859,2022-11-14,FUNKSTOWN,Washington
P860,2022-11-14,HAGERSTOWN,Washington
P861,2022-11-15,HAGERSTOWN,Washington
P862,2022-11-16,HAGERSTOWN,Washington
P863,2022-11-17,HAGERSTOWN,Washington
P864,2022-11-17,HAGERSTOWN,Washington
P865,2022-11-17,LONG MEADOW,Washington
P866,2022-11-18,HAGERSTOWN,Washington
P867,2022-11-18,HAGERSTOWN,Washington
P868,2022-11-18,HAGERSTOWN,Washington
P869,2022-11-19,LONG MEADOW,Washington
P870,2022-11-19,HAGERSTOWN,Washington
P871,2022-11-19,FUNKSTOWN,Washington
P872,2022-11-21,HAGERSTOWN,Washington
P873,2022-11-21,SMITHSBURG,Washington
P874,2022-11-21,HAGERSTOWN,Washington
P875,2022-11-21,SMITHSBURG,Washington
P876,2022-11-21,HAGERSTOWN,Washington
P877,2022-11-21,HAGERSTOWN,Washington
P878,2022-11-23,FUNKSTOWN,Washington
P879,2022-11-23,HALFWAY,Washington
P880,2022-11-23,WILLIAMSPORT,Washington
P881,2022-11-23,HAGERSTOWN,Washington
P882,2022-12-09,HAGERSTOWN,Washington
P883,2022-12-09,MAUGANSVILLE,Washington
P884,2022-12-10,HAGERSTOWN,Washington
P885,2022-12-10,HAGERSTOWN,Washington
P886,2022-12-10,HAGERSTOWN,Washington
P887,2022-12-10,HAGERSTOWN,Washington
P888,2022-12-10,HAGERSTOWN,Washington
P889,2022-12-10,HAGERSTOWN,Washington
P890,2022-12-11,HAGERSTOWN,Washington
P891,2022-12-11,HAGERSTOWN,Washington
P892,2022-12-11,HALFWAY,Washington
P893,2022-12-14,HAGERSTOWN,Washington
P894,2022-12-14,HAGERSTOWN,Washington
P895,2022-12-14,HALFWAY,Washington
P896,2022-12-15,HANCOCK,Washington
P897,2022-12-16,HAGERSTOWN,Washington
P898,2022-12-17,HAGERSTOWN,Washington
P899,2022-12-17,HAGERSTOWN,Washington
P900,2022-12-17,HAGERSTOWN,Washington
P901,2022-12-17,HAGERSTOWN,Washington
P902,2022-12-18,HAGERSTOWN,Washington
P903,2022-12-18,HAGERSTOWN,Washington
P904,2022-12-19,HAGERSTOWN,Washington
P905,2022-12-19,CLEAR SPRING,Washington
P906,2022-12-19,HAGERSTOWN,Washington
P907,2022-12-20,HAGERSTOWN,Washington
P908,2022-12-20,FAIRPLAY,Washington
P909,2022-12-20,MAUGANSVILLE,Washington
P910,2022-12-21,BOONSBORO,Washington
P911,2022-12-22,HAGERSTOWN,Washington
P912,2022-12-22,HAGERSTOWN,Washington
P913,2022-12-23,HALFWAY,Washington
P914,2022-12-23,WILLIAMSPORT,Washington
P915,2022-12-23,SMITHSBURG,Washington
P916,2022-12-24,HAGERSTOWN,Washington
P917,2022-12-25,HAGERSTOWN,Washington
P918,2022-12-25,HALFWAY,Washington
P919,2022-12-25,MAUGANSVILLE,Washington
P920,2022-12-26,HAGERSTOWN,Washington
P921,2022-12-26,HAGERSTOWN,Washington
P922,2022-12-26,HAGERSTOWN,Washington
P923,2022-12-26,HAGERSTOWN,Washington
P924,2022-12-26,HAGERSTOWN,Washington
P925,2022-12-27,HAGERSTOWN,Washington
P926,2022-12-27,ROHRERSVILLE,Washington
P927,2022-12-29,HAGERSTOWN,Washington
P928,2022-12-29,HAGERSTOWN,Washington
P929,2022-12-29,HAGERSTOWN,Washington
P930,2022-12-30,HAGERSTOWN,Washington
P931,2022-12-30,FUNKSTOWN,Washington
P932,2022-12-31,HAGERSTOWN,Washington
P933,2022-12-31,HAGERSTOWN,Washington
P934,2022-12-31,HAGERSTOWN,Washington
P935,2022-12-31,FUNKSTOWN,Washington
P936,2022-12-31,HANCOCK,Washington
P937,2022-12-31,HAGERSTOWN,Washington